,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81
27,CCBBCEAD,CCBBCEAD,EDAECDDCDEADECBAEADBCEEBEAB,EDXECDDCDEAXEXBAEADBCEEXEAB,DCBECEBC,1101100.0,EECCCDCEADABECDADACABEAEDCD,109011000019190101000109000,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,555.0,333.0,555.0,"33,5","30,0","50,0","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"34,6","34,8","33,3",70.0,0.0,30.0,A,D,A,D,F,B,D,B,B,B,E,A,A,A,A,27.0,B,A,B,C,A,C,C,A,E,H,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
28,CCBBCEAD,CCBBCEAD,EDAECDDCDEADECBAEADBCEEBEAB,EDXECDDCDEAXEXBAEADBCEEXEAB,DCBBCEBC,1111100.0,EDCECBDCDEAAEEBAEBDDEEBBDAD,119110111119191110100109010,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"63,3","60,7","62,5","58,0",85.0,65.0,90.0,31.0,75.0,20.0,"64,2","69,6","33,3",20.0,60.0,20.0,A,F,A,B,B,B,B,C,E,E,B,A,A,A,A,27.0,A,B,B,A,A,B,D,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
29,CCBBCEAD,CCBBCEAD,EDAECDDCDEADECBAEADBCEEBEAB,EDXECDDCDEAXEXBAEADBCEEXEAB,DCDBCEAE,1011110.0,EBCECEBDEAADEAAADBECCEACDAD,109110000019190100001109010,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"47,0","67,5","62,5","75,0",79.0,75.0,80.0,71.0,55.0,75.0,"40,2","39,1","46,7",80.0,40.0,20.0,A,A,A,F,D,D,A,E,B,A,E,A,A,A,A,27.0,B,A,B,A,A,C,D,E,E,F,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,,,,,,,,,,,,,
30,CCBBCEAD,CCBBCEAD,EDAECDDCDEADECBAEADBCEEBEAB,EDXECDDCDEAXEXBAEADBCEEXEAB,DCBBCEAD,1111111.0,EEEECCBEEEAABCBADADBEDADDAB,109110000119091101110009011,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,"51,2","61,1","87,5","21,5",43.0,55.0,40.0,0.0,0.0,0.0,"47,9","52,2","23,3",50.0,20.0,0.0,A,F,A,C,E,D,D,D,B,A,B,A,A,A,A,27.0,B,A,B,A,A,B,E,A,A,I,5.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,8.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,,,,,,,,,,,,,
31,CCBBCEAD,CCBBCEAD,EDAECDDCDEADECBAEADBCEEBEAB,EDXECDDCDEAXEXBAEADBCEEXEAB,BBBBCEBD,111101.0,EBECCCBECAAAEEBACBCBCDDCDAD,109010000019191100011009010,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"45,2","63,1","62,5","64,0",37.0,65.0,30.0,91.0,55.0,100.0,"39,2","39,1","40,0",60.0,40.0,20.0,A,D,A,D,C,C,C,A,A,A,E,A,C,A,A,27.0,B,A,B,E,B,C,D,E,H,F,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,1.0,5.0,1.0,2.0,1.0,4.0,6.0,6.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,6.0,3.0,6.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,,,,,,,,,,,,,
32,CCBBCEAD,CCBBCEAD,EDAECDDCDEADECBAEADBCEEBEAB,EDXECDDCDEAXEXBAEADBCEEXEAB,CABACBBB,10101000.0,EEACADBDADDAEDEABAEBCEBBBDB,109001000009190101011109001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"39,3","41,1","37,5","46,5",72.0,60.0,75.0,21.0,25.0,20.0,"38,7","39,1","36,7",40.0,30.0,40.0,A,A,A,D,D,B,C,F,C,C,B,A,A,A,A,27.0,B,A,B,H,A,A,B,E,E,F,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,4.0,4.0,5.0,6.0,1.0,6.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
33,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,EDDDDDDD,1.0,EBCEDDDCDEEEECBCAACACBDCBDD,109900019090019190010900090,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,333.0,333.0,"18,7","7,5","12,5","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"22,4","26,3","0,0",0.0,0.0,0.0,A,A,A,D,E,B,B,F,C,A,A,A,A,B,A,27.0,B,A,B,C,A,C,C,E,E,F,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,
34,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,CEEBCEDD,10011101.0,EDDBEADCADDDDCDEEAEBDDCDEEB,119911019091119090101910191,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"62,1","63,5","62,5","65,0",59.0,75.0,55.0,71.0,75.0,70.0,"61,6","68,4","23,3",70.0,0.0,0.0,A,D,A,D,E,A,A,E,B,A,A,A,A,A,A,27.0,B,A,B,A,A,B,C,A,B,F,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,3.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,7.0,7.0,3.0,3.0,4.0,5.0,4.0,4.0,6.0,3.0,4.0,4.0,3.0,5.0,5.0,1.0,4.0,5.0,2.0,,,,,,,,,,,,,
35,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,CCBBCEBD,11111101.0,EDDBEBBCABADDDECABEACDCCACB,119910119191109191110910091,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"71,4","83,3","87,5","77,0",79.0,75.0,80.0,75.0,75.0,75.0,"67,4","73,7","31,7",70.0,25.0,0.0,A,B,A,E,E,B,C,F,F,E,A,A,A,A,A,27.0,A,A,A,A,A,B,C,E,C,F,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,1.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,1.0,,,,,,,,,,,,,
36,CCBBCEAD,CCBBCEAD,EDAECDDCDEADECBAEADBCEEBEAB,EDXECDDCDEAXEXBAEADBCEEXEAB,DABBBEEE,110100.0,DEACADDADDEAEBBABCBBCCDBEDA,009001101009191100011009100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"36,4","32,5","37,5","25,0",23.0,55.0,15.0,27.0,55.0,20.0,"37,7","39,1","30,0",0.0,30.0,60.0,A,A,A,D,F,A,A,D,B,A,B,F,B,A,A,27.0,B,A,B,A,A,D,E,E,H,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
37,CCBBCEAD,CCBBCEAD,DBDACADAEBCEEACECBAECDEAADD,DBDAXADAEBCEEAXECBAECXEAADD,BEBBCEAD,111111.0,DBDAACCDBBABADBDCCABCDEEAAD,111190000100009010101910101,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"52,2","77,6","75,0","81,5",71.0,75.0,70.0,92.0,60.0,100.0,"43,7","45,8","31,7",20.0,0.0,75.0,B,A,A,A,A,C,C,C,F,E,B,A,A,A,A,27.0,A,C,G,K,B,C,C,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,A,A,E,A,D,B,C,D,A,A,A,A,A
38,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BEBDEDAE,90100010.0,DDBDDAEDAEDAAADABACADEEEBED,000111910001991000000100009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"36,0","43,2","28,6","65,0",55.0,55.0,55.0,75.0,75.0,75.0,"33,6","30,4","51,7",25.0,100.0,30.0,B,A,A,B,B,C,E,A,E,E,B,A,A,A,A,27.0,A,A,G,K,B,B,E,A,B,B,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,8.0,7.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,I,H,A,B,A,B,C,A,A,A,A,B
39,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DCEBEDEA,91010000.0,EAACDDEDBEBDBBDCCCCEDDCCEEE,111010910010991000000000009,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,555.0,333.0,333.0,"24,3","17,2","28,6","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"26,6","30,4","5,0",15.0,0.0,0.0,A,A,A,B,C,B,D,B,E,E,B,A,A,A,A,27.0,A,A,C,E,A,D,B,E,C,I,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,A,D,A,I,A,B,B,D,A,A,A,A,A
40,CCBBCEAD,CCBBCEAD,EDAECDDCDEADECBAEADBCEEBEAB,EDXECDDCDEAXEXBAEADBCEEXEAB,DEBBCEBE,111100.0,DECEBDDAEDCDBADAEBBAECCABCE,009101100009090110000009000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,"29,5","55,0","50,0","62,5",50.0,90.0,40.0,75.0,75.0,75.0,"21,0","21,7","16,7",0.0,0.0,50.0,A,B,A,D,D,B,G,F,B,A,I,A,A,A,A,27.0,B,A,B,G,A,C,E,E,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
41,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DDBBBEBE,90110100.0,DAAADCBDECEBBADDDCBDEECCEDE,011010911000991110100100009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,"40,9","42,1","42,9","41,0",47.0,75.0,40.0,35.0,75.0,25.0,"40,5","43,5","23,3",70.0,0.0,0.0,A,D,A,B,B,B,H,A,B,A,A,A,A,A,D,27.0,A,A,B,C,B,E,B,E,H,F,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,4.0,5.0,4.0,6.0,5.0,4.0,7.0,4.0,7.0,4.0,3.0,7.0,6.0,5.0,4.0,A,C,I,I,A,A,B,A,A,B,B,B,C
42,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DCBBCEAE,91111110.0,EAABDDEBEDBAACBEDCBCAEACCDB,111010901011990010111110109,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"63,3","73,2","85,7","54,5",59.0,75.0,55.0,50.0,70.0,45.0,"60,0","60,9","55,0",70.0,70.0,25.0,A,D,A,B,B,B,D,B,C,B,A,A,A,A,A,27.0,B,A,B,C,B,B,B,E,H,E,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,7.0,4.0,5.0,3.0,2.0,3.0,7.0,4.0,2.0,3.0,5.0,7.0,7.0,7.0,2.0,5.0,2.0,6.0,5.0,2.0,7.0,4.0,7.0,7.0,3.0,2.0,4.0,2.0,2.0,D,J,B,A,A,B,A,D,E,C,C,C,B
43,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,EDABEECB,90010100.0,CAADDAEDEBBADADECBBCAEADCBC,011111911111991001111111119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"74,3","47,0","28,6","74,5",50.0,90.0,40.0,99.0,95.0,100.0,"83,4","87,0","63,3",60.0,80.0,50.0,A,D,A,B,B,B,G,A,B,A,A,A,B,A,D,27.0,A,A,A,C,B,E,C,E,H,A,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,4.0,6.0,5.0,4.0,5.0,1.0,1.0,3.0,5.0,2.0,6.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,6.0,5.0,3.0,A,D,I,I,A,A,A,A,A,B,A,B,B
44,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DCDBCECD,91011101.0,DBDADAADAABCDADBDEDDCEADEBB,000011910010991010000111019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"50,6","69,6","71,4","67,0",39.0,75.0,30.0,95.0,75.0,100.0,"44,2","43,5","48,3",30.0,80.0,35.0,A,D,A,B,B,B,F,A,E,E,A,A,A,A,A,27.0,A,A,F,B,B,B,B,E,A,C,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,3.0,1.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0,A,F,I,I,A,B,B,A,B,B,B,B,B
45,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DAAECDAE,90001010.0,EEAADCBDAECACEDEACAEADBACDB,101010910001991000001000109,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"40,0","41,2","28,6","60,0",53.0,65.0,50.0,67.0,55.0,70.0,"39,6","34,8","66,7",70.0,80.0,50.0,A,B,A,D,D,B,E,A,B,B,A,A,B,A,E,27.0,A,A,A,H,B,C,B,E,E,A,5.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,A,A,E,A,A,B,A,A,A,B,A,A,B
46,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DEBBEAAE,90110010.0,ABCDCDBCAECDBCDEADEADEACDAE,000100900000991000000110009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"30,8","57,7","42,9","80,0",68.0,80.0,65.0,92.0,60.0,100.0,"21,8","17,4","46,7",70.0,70.0,0.0,B,D,A,B,A,C,C,A,B,B,A,A,F,A,A,27.0,B,C,A,C,B,B,B,E,A,A,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,3.0,C,E,B,A,A,A,A,D,A,A,A,A,B
47,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BCAEBDBA,91000000.0,BAAABCDCBEBADADACBACEEADCBA,011000900011991001010111119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"49,7","40,2","14,3","79,0",88.0,80.0,90.0,70.0,50.0,75.0,"52,9","52,2","56,7",25.0,80.0,65.0,A,D,A,A,A,C,C,A,C,A,A,A,D,A,A,27.0,A,C,A,B,A,C,C,E,E,A,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,8.0,8.0,6.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,1.0,5.0,6.0,4.0,A,A,B,B,A,A,A,A,A,B,B,C,B
48,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BECBEEDD,90010101.0,EAAAACCDEBBABADEDBBBAEACBAC,111000911111991011101110009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"64,4","59,7","42,9","85,0",95.0,75.0,100.0,75.0,75.0,75.0,"65,9","65,2","70,0",70.0,80.0,60.0,A,D,A,B,F,B,D,C,C,C,I,A,B,A,A,27.0,B,A,B,C,A,C,B,A,A,C,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,A,D,B,B,A,A,B,A,A,A,B,A,A
49,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BCEBEACE,91010000.0,EADDDEDEEDEDAACCEABEEEEDDBE,110110901000990000100101019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"38,1","34,8","28,6","44,0",44.0,40.0,45.0,44.0,40.0,45.0,"39,2","39,1","40,0",45.0,50.0,25.0,E,D,A,D,D,B,D,A,C,C,A,A,F,A,A,27.0,A,A,D,H,B,C,C,E,E,F,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,8.0,8.0,8.0,6.0,6.0,3.0,6.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,6.0,4.0,3.0,A,A,B,A,A,B,A,D,A,A,A,A,A
50,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,EAEDCEED,90001101.0,DDBBDAADEAEAECDABDAECECCAAB,000011911001991000000100009,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,555.0,555.0,555.0,"33,9","25,7","42,9","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"36,6","30,4","71,7",70.0,80.0,65.0,C,D,C,B,B,D,A,A,B,A,A,A,B,A,D,27.0,A,A,F,C,B,A,B,E,H,D,7.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,8.0,7.0,7.0,5.0,5.0,5.0,7.0,6.0,7.0,4.0,A,E,G,B,A,A,B,A,A,C,C,B,C
51,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BCEBCEEE,91011100.0,DAADDDDDAEBBDCDEDDBAEDAECBE,011110910010991010100010119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"53,8","58,1","57,1","59,5",49.0,65.0,45.0,70.0,50.0,75.0,"52,4","52,2","53,3",70.0,60.0,30.0,B,D,A,B,B,C,B,A,A,B,H,A,F,A,B,27.0,A,C,F,C,A,B,B,E,H,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,7.0,6.0,6.0,8.0,A,A,B,B,A,A,A,A,A,C,B,A,D
52,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BCDBCEBC,91011100.0,EAAADADDABDDDABDCDCECEADCBB,111011910100990100000111119,555.0,555.0,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,"46,5","42,1","57,1","19,5",39.0,35.0,40.0,0.0,0.0,0.0,"48,0","56,5","0,0",0.0,0.0,0.0,B,A,A,B,E,C,B,B,E,E,A,A,F,A,A,27.0,D,A,B,C,A,C,B,E,A,A,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,7.0,4.0,7.0,7.0,7.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,4.0,3.0,8.0,D,I,I,I,A,A,A,B,C,B,B,B,B
53,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,ADAECEAE,90001110.0,EADBDAEDEABACEDEDEBCAEACBAC,110011911011991010111110009,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,555.0,333.0,"50,2","25,7","42,9","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"58,4","65,2","20,0",0.0,60.0,0.0,A,A,A,B,C,B,E,E,D,D,A,A,A,A,A,27.0,A,C,B,A,A,B,D,E,E,C,5.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,8.0,7.0,8.0,7.0,6.0,4.0,6.0,4.0,7.0,8.0,5.0,7.0,5.0,4.0,7.0,6.0,7.0,5.0,A,A,A,A,A,B,B,A,A,B,C,B,C
