,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
53100,2015,398,10005,10028,2,8253,1,2800308,28,2,22,F,2009,2014,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCABDDBE,1111101.0,BABEBEDEAEBACBBCDACDBAEBECB,011101119911011118901000100,555,555,555,555,555,555,555,555,555,555,555,61.6,75.2,75.0,75.5,71.0,75.0,70.0,80.0,80.0,80.0,57.0,60.9,35.0,0.0,45.0,60.0,B,C,B,B,C,B,B,D,D,A,A,A,D,E,B,D,F,B,A,B,F,B,A,A,27.0,B,A,B,C,A,D,D,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
53104,2015,398,10005,10028,2,8253,1,2800308,28,2,20,M,2011,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,DCADCDDE,1100101.0,DABABEDAEEAACBCCDECAEBCAEDD,011001109901010118910111111,555,555,555,555,555,555,555,555,555,555,555,63.5,68.8,50.0,97.0,95.0,75.0,100.0,99.0,95.0,100.0,61.7,65.2,41.7,40.0,45.0,40.0,D,D,A,A,E,C,D,A,C,A,A,A,C,D,B,B,D,B,A,B,A,A,A,A,27.0,B,A,B,A,A,D,C,E,A,I,8.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0
53182,2015,398,10005,10028,2,8253,1,2800308,28,2,23,F,2010,2013,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACEDDDCE,11001111.0,AABECBCDBEBACBBCCCBCABEBEEB,111100009911011108900100100,555,555,555,555,555,555,555,555,555,555,555,50.9,67.4,75.0,56.0,53.0,65.0,50.0,59.0,55.0,60.0,45.4,47.8,31.7,40.0,45.0,10.0,C,C,A,D,D,C,C,E,D,A,C,A,D,D,D,E,C,A,A,E,A,A,A,A,27.0,B,A,B,C,B,C,C,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0
53183,2015,398,10005,10028,2,8253,1,2800308,28,2,22,F,2009,2014,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACEDDECE,11001011.0,BABEDEDABCBADBECACABABCAEED,011111109911110108900111101,555,555,555,555,555,555,555,555,555,555,555,66.9,62.3,62.5,62.0,74.0,90.0,70.0,50.0,90.0,40.0,68.4,69.6,61.7,40.0,70.0,75.0,.,.,.,.,.,.,.,.,.,A,C,A,E,F,B,C,G,B,A,B,A,A,F,A,27.0,B,A,B,A,A,C,C,A,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
53321,2015,398,10005,10028,2,8253,1,2800308,28,2,21,M,2010,2013,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACBCDDDE,11001101.0,BABECDDCAEBACABADCCBEBACEAB,011100109911001018900100100,555,555,555,555,555,555,555,555,555,555,555,48.2,61.5,62.5,60.0,70.0,70.0,70.0,50.0,90.0,40.0,43.7,43.5,45.0,40.0,50.0,45.0,D,D,A,D,D,D,B,C,B,A,A,A,D,D,B,D,A,B,A,B,A,A,A,A,27.0,B,A,B,C,B,B,B,E,B,E,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,7.0,7.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0
53371,2015,398,10005,10028,2,8253,1,2800308,28,2,25,M,2007,2010,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CDDDDDDD,1100.0,DABACCEEDEBCDDEEDCCAEBCBEED,011000019910100018910110101,555,555,555,555,555,555,555,555,555,555,555,44.8,39.8,25.0,62.0,63.0,75.0,60.0,61.0,65.0,60.0,46.4,47.8,38.3,60.0,30.0,25.0,C,C,B,C,C,D,A,D,B,A,A,A,E,E,B,D,F,D,E,B,A,A,A,A,27.0,B,A,B,A,A,B,A,E,H,I,6.0,1.0,3.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,6.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0,8.0,3.0,3.0,3.0
53434,2015,398,10005,10028,2,8253,1,2800308,28,2,31,F,2001,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCADADDD,1100100.0,ABBABDCDAECADBBAACCBBBECBBB,101000009901111008901100000,555,555,555,555,555,555,555,555,555,555,555,41.4,52.9,37.5,76.0,93.0,65.0,100.0,59.0,55.0,60.0,37.6,34.8,53.3,80.0,45.0,35.0,C,C,B,C,D,D,B,C,D,A,C,A,A,D,B,C,A,A,A,C,A,A,A,D,27.0,A,A,D,G,A,C,C,E,E,H,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
53912,2015,402,10008,10020,2,8295,1,5300108,53,5,32,M,2011,2013,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,A,E,E,B,E,C,E,E,B,A,A,A,A,27.0,B,A,G,B,A,B,C,A,A,I,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0
55381,2015,402,10008,10020,18,8306,1,5300108,53,5,44,F,2008,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,5,0,ACABDDCE,ACABDDCE,DDAACDEBDCEAABDECCCDADEBZCE,XDAXCXEBXCEAABDXCCCDADEBZCE,ECADDDBA,1101100.0,BDCCEAEDECEABBCECACDACCDCCC,910909109111010910111000810,555,555,555,555,555,555,555,555,555,555,555,52.0,52.6,50.0,56.5,49.0,85.0,40.0,64.0,80.0,60.0,51.8,52.4,48.3,50.0,30.0,65.0,B,C,B,B,B,C,B,D,C,E,A,A,E,E,C,C,G,E,C,B,A,A,A,A,27.0,B,A,B,A,A,C,C,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
55863,2015,404,10008,10022,1,8365,1,5300108,53,5,51,F,1991,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,BBAAAEDE,100001.0,*AACCCEBDBDBCAAACDDCDDCEDBB,001010001090101090011110000,555,555,555,555,555,333,555,555,333,333,333,33.8,43.2,25.0,70.5,69.0,65.0,70.0,72.0,40.0,80.0,30.6,36.0,0.0,0.0,0.0,0.0,C,B,A,D,C,D,E,D,C,A,C,A,B,A,A,A,B,C,E,H,A,A,A,A,27.0,D,B,C,A,A,B,B,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
56689,2015,410,10008,10022,22,8474,1,2611606,26,2,29,M,2007,2010,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,DBADDDCE,101111.0,ACDDBCDDBACBDCCEDBCCEDDCBBE,101010099110100109199901108,555,555,555,555,555,333,555,555,333,333,333,45.5,54.3,62.5,42.0,37.0,65.0,30.0,47.0,75.0,40.0,42.5,50.0,0.0,0.0,0.0,0.0,C,D,D,D,D,C,B,C,C,B,A,A,B,B,C,D,F,D,E,H,A,A,A,A,27.0,B,A,B,A,B,B,B,E,H,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
57534,2015,417,10005,10028,2,8587,1,3550308,35,3,56,M,1984,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ECAEDBCD,1101010.0,AABBCEBBECAACDBADECABAECCCA,111001009901001018911000000,334,555,555,555,555,555,555,555,555,555,555,40.7,48.2,50.0,45.5,49.0,45.0,50.0,42.0,50.0,40.0,38.2,39.1,33.3,60.0,25.0,15.0,C,C,C,C,C,C,B,C,D,E,C,A,C,E,C,F,C,F,E,I,A,A,A,A,27.0,D,E,A,B,A,C,B,E,H,B,2.0,3.0,2.0,2.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,7.0,4.0,2.0,4.0,1.0,1.0
57686,2015,417,10005,10028,2,8587,1,3550308,35,3,25,M,2010,2015,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACABDDCD,11111110.0,AACABDDEDEDDABEECCCABBCCECD,110000119900010008911110101,555,555,555,555,555,555,555,555,555,555,555,54.3,83.3,87.5,77.0,74.0,90.0,70.0,80.0,80.0,80.0,44.6,47.8,26.7,0.0,80.0,0.0,C,D,C,A,B,B,B,D,C,A,A,A,D,D,A,A,C,E,E,B,A,A,A,A,27.0,E,A,B,C,A,B,E,D,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
60221,2015,440,10005,10022,2,9096,1,3523909,35,3,33,F,2006,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BC..D...,1001000.0,.....EDC.E..D..CD.ACDBCABED,000001109900100118900111001,555,555,555,555,555,555,555,555,555,555,555,43.1,48.6,25.0,84.0,88.0,80.0,90.0,80.0,80.0,80.0,41.2,39.1,53.3,40.0,80.0,40.0,D,D,C,B,C,C,B,D,D,A,C,A,B,D,B,B,C,F,D,I,A,A,A,A,27.0,D,A,A,B,A,A,B,E,C,F,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0
64916,2015,5242,10001,10028,1,9976,1,2700300,27,2,37,F,1997,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ACADDDCA,11101110.0,ADBDDECBCABECBDBCAECDBCEBEB,110000000191100190111010110,555,555,555,555,555,555,555,555,555,555,555,57.9,79.6,75.0,86.5,95.0,75.0,100.0,78.0,70.0,80.0,50.6,48.0,65.0,80.0,15.0,100.0,C,C,C,B,B,B,E,B,D,B,A,A,B,B,C,C,C,E,B,A,A,A,A,D,27.0,A,A,C,K,A,C,B,D,A,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0
64917,2015,5242,10001,10028,1,9976,1,2700300,27,2,23,M,2009,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,BDADDACD,101010.0,DCAECDAADABECABABAECDDAEEEC,001010101191100090111100010,555,555,555,555,555,555,555,555,555,555,555,50.3,49.3,37.5,67.0,57.0,85.0,50.0,77.0,65.0,80.0,50.6,48.0,65.0,80.0,45.0,70.0,E,D,A,D,D,C,B,D,D,A,A,A,B,C,B,E,B,E,E,A,A,A,A,D,27.0,A,A,B,H,B,A,C,E,A,E,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,3.0,6.0,5.0,6.0,6.0,6.0,3.0,1.0,1.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0
64918,2015,5242,10001,10028,1,9976,1,2700300,27,2,22,F,2009,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ACACEDCD,11100110.0,DEACCDACDACEACAABDCCD.*BADD,001010111191001090011000000,555,555,555,555,555,555,555,555,555,555,555,49.2,63.3,62.5,64.5,71.0,75.0,70.0,58.0,50.0,60.0,44.5,40.0,70.0,50.0,60.0,100.0,C,C,B,A,A,B,E,D,C,A,C,A,D,A,B,H,B,B,A,A,A,A,A,A,27.0,A,A,B,C,B,B,B,E,C,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0
64919,2015,5242,10001,10028,1,9976,1,2700300,27,2,22,M,2010,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,BCADDDCE,1101111.0,ACABCBACEDCECCBBDDECDECEABA,101111110091100190111010001,555,555,555,555,555,555,555,555,555,555,555,62.0,75.6,75.0,76.5,72.0,80.0,70.0,81.0,85.0,80.0,57.5,60.0,43.3,80.0,15.0,35.0,C,C,B,B,B,C,E,D,E,A,C,A,E,E,B,E,F,E,D,A,A,A,E,A,27.0,B,A,B,A,A,D,C,D,C,F,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0
64920,2015,5242,10001,10028,1,9976,1,2700300,27,2,31,F,2002,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CEACDDB*,101100.0,.CAECDCBEADECDABACDBCCBEADA,001010000191111190000000001,555,555,555,555,555,555,555,555,555,555,555,42.4,50.7,37.5,70.5,77.0,65.0,80.0,64.0,80.0,60.0,39.6,36.0,60.0,100.0,45.0,35.0,D,E,C,D,C,D,B,A,D,B,A,A,B,B,C,C,B,E,B,A,A,A,A,A,27.0,A,A,F,B,A,B,B,E,A,F,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,6.0,6.0
64921,2015,5242,10001,10028,1,9976,1,2700300,27,2,28,F,2009,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CCACBDCE,1100111.0,BCABABECEDEBCAAABCECDBCDDDE,001101010090101090111011000,555,555,555,555,555,555,555,555,555,555,555,47.1,63.5,62.5,65.0,65.0,85.0,60.0,65.0,85.0,60.0,41.6,44.0,28.3,35.0,15.0,35.0,D,D,A,B,B,C,B,D,E,B,D,A,B,B,C,F,B,E,E,A,A,A,A,F,27.0,A,A,B,C,B,D,D,D,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0
64922,2015,5242,10001,10028,1,9976,1,2700300,27,2,23,M,2010,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CDAEEBAC,100000.0,EDADADAEEACEABCBDDEBCBADECA,011000100191000190100001001,555,555,555,555,555,555,555,555,555,555,555,34.9,37.3,12.5,74.5,72.0,80.0,70.0,77.0,65.0,80.0,34.1,36.0,23.3,70.0,0.0,0.0,C,C,C,B,B,B,E,D,C,A,C,A,C,F,B,D,E,D,E,A,A,A,A,A,27.0,A,B,B,C,A,D,D,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
64923,2015,5242,10001,10028,1,9976,1,2700300,27,2,21,F,2011,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ACADDDEE,11101101.0,ADAABDAABBEEAADBAEECBBCEAEB,111000100091000191110010010,555,555,555,555,555,555,555,555,555,555,555,50.5,69.4,75.0,61.0,56.0,80.0,50.0,66.0,90.0,60.0,44.2,44.0,45.0,70.0,65.0,0.0,C,C,B,B,B,D,B,D,D,A,E,A,C,C,B,G,B,D,E,A,A,A,A,D,27.0,A,A,C,A,A,E,C,E,A,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,8.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0
64924,2015,5242,10001,10028,1,9976,1,2700300,27,2,38,M,1996,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CECDDDAD,1100.0,EEAECBCADBCEEBBCBDDCCABCEEA,001011001091000090010000011,555,555,555,555,555,333,555,555,333,333,333,30.9,41.8,25.0,67.0,73.0,85.0,70.0,61.0,65.0,60.0,27.2,32.0,0.0,0.0,0.0,0.0,C,C,B,B,B,C,E,D,C,B,C,A,A,A,C,D,C,E,D,A,A,A,A,A,27.0,A,A,C,H,A,B,B,E,A,A,4.0,4.0,3.0,3.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,8.0,8.0,5.0,8.0,2.0,4.0,8.0,4.0,7.0,7.0,4.0,5.0,4.0,5.0,4.0,4.0,7.0,5.0,5.0,8.0,4.0,8.0,4.0,4.0,5.0
64925,2015,5242,10001,10028,1,9976,1,2700300,27,2,34,F,2003,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CCADDDAE,1101101.0,DDACBEAEBCAEDBADBDEBCBCCBDB,011000100091001090100010100,555,555,555,555,555,555,555,555,555,555,555,39.9,60.1,62.5,56.5,82.0,90.0,80.0,31.0,75.0,20.0,33.2,32.0,40.0,35.0,15.0,70.0,D,E,A,B,B,D,B,D,D,A,A,A,B,C,A,A,B,D,E,A,A,A,A,D,27.0,D,A,A,A,B,B,D,A,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
64926,2015,5242,10001,10028,1,9976,1,2700300,27,2,22,M,2010,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ECBDDDAD,1001100.0,ADADCDCCEBCAADABABBBDCBBACA,111010010090011190001000001,555,555,555,333,555,555,333,333,555,333,333,33.6,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,40.0,21.7,65.0,0.0,0.0,D,C,D,C,C,D,C,B,E,A,A,A,E,A,B,H,B,C,D,A,F,F,A,D,27.0,A,A,E,F,B,C,C,E,E,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,8.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0
